country1,country2,sector,fisher_index
USA,ARG,ag,1.3484795078027367
ARG,VNM,ag,0.5009129270591542
VNM,ARG,ag,1.9963549470982354
ARG,ZAF,ag,0.5722163233922144
ZAF,ARG,ag,1.7475908308099237
ARG,ZMB,ag,0.12453849902039421
ZMB,ARG,ag,8.029645514165397
AUS,AUT,ag,0.9667363278831734
AUT,AUS,ag,1.0344082157227532
AUS,BEL,ag,1.0817035028684694
BEL,AUS,ag,0.9244677467977059
AUS,BGD,ag,1.5720838554363756
BGD,AUS,ag,0.636098384028263
AUS,BGR,ag,1.1769112876073935
BGR,AUS,ag,0.8496817139318581
AUS,BOL,ag,1.9106886807655319
BOL,AUS,ag,0.523371499536671
AUS,BRA,ag,1.9832956506423853
BRA,AUS,ag,0.5042112605229089
AUS,BWA,ag,0.9199233978345969
BWA,AUS,ag,1.0870470327789192
AUS,CAN,ag,1.2796627811854813
CAN,AUS,ag,0.7814558762689016
AUS,CHE,ag,0.4016860811854043
CHE,AUS,ag,2.4895062259785767
AUS,CHL,ag,1.5630167070060839
CHL,AUS,ag,0.639788426775983
AUS,CHN,ag,0.8922007408375928
CHN,AUS,ag,1.1208239964710252
AUS,CMR,ag,0.837195425701299
CMR,AUS,ag,1.194464242518195
AUS,COL,ag,1.1654744719848522
COL,AUS,ag,0.8580196512558166
AUS,CRI,ag,1.003522110879909
CRI,AUS,ag,0.9964902508457727
AUS,CYP,ag,0.5567455949124447
CYP,AUS,ag,1.7961525140711037
AUS,CZE,ag,1.121685341775079
CZE,AUS,ag,0.891515617398984
AUS,DEU,ag,1.3452464731592708
DEU,AUS,ag,0.7433582023460206
AUS,DNK,ag,1.275401969519758
DNK,AUS,ag,0.7840665326685528
AUS,ECU,ag,1.3922845966184068
ECU,AUS,ag,0.7182439584757376
AUS,EGY,ag,1.4141117611411662
EGY,AUS,ag,0.7071576854668229
AUS,ESP,ag,1.0833348697998892
ESP,AUS,ag,0.9230756139001758
AUS,EST,ag,0.875787321444536
EST,AUS,ag,1.1418297291065893
AUS,ETH,ag,1.0286074333738842
ETH,AUS,ag,0.9721881910963346
AUS,FIN,ag,0.8602716479753592
FIN,AUS,ag,1.1624235232597633
AUS,FRA,ag,0.9620276784755082
FRA,AUS,ag,1.0394711320412997
AUS,GBR,ag,0.8452819018481874
GBR,AUS,ag,1.1830372776390046
AUS,GHA,ag,0.7520713281007181
GHA,AUS,ag,1.329661114093262
AUS,GRC,ag,0.7031765806950016
GRC,AUS,ag,1.4221178967758368
AUS,HKG,ag,0.3670280100916099
HKG,AUS,ag,2.724587694956581
AUS,HRV,ag,0.7842686320816605
HRV,AUS,ag,1.2750733091870958
AUS,HUN,ag,1.4490631875834807
HUN,AUS,ag,0.6901010311825273
AUS,IDN,ag,1.0278169104227817
IDN,AUS,ag,0.9729359284317092
AUS,IND,ag,1.2532320536963721
IND,AUS,ag,0.7979368202804328
AUS,IRL,ag,0.7937149742021781
IRL,AUS,ag,1.259898115195791
AUS,ISL,ag,0.3602510011265772
ISL,AUS,ag,2.7758423900913507
AUS,ISR,ag,0.8321052863073368
ISR,AUS,ag,1.2017709975593778
AUS,ITA,ag,1.001403787696191
ITA,AUS,ag,0.9985981801612509
AUS,JPN,ag,0.17087614915285973
JPN,AUS,ag,5.852191806507973
AUS,KEN,ag,0.857979404997029
KEN,AUS,ag,1.1655291422798926
AUS,KHM,ag,0.7985930463972287
KHM,AUS,ag,1.2522022380628008
AUS,KOR,ag,0.28437958130526314
KOR,AUS,ag,3.516426866549763
AUS,LAO,ag,0.8286563643034567
LAO,AUS,ag,1.2067728470782573
AUS,LKA,ag,1.2897145302299884
LKA,AUS,ag,0.7753653824631058
AUS,LTU,ag,1.322203731970146
LTU,AUS,ag,0.7563130974603686
AUS,LUX,ag,0.6520816979713976
LUX,AUS,ag,1.5335501718741125
AUS,LVA,ag,1.0506226884557992
LVA,AUS,ag,0.951816490342309
AUS,MAR,ag,0.7415408225095864
MAR,AUS,ag,1.348543424238889
AUS,MEX,ag,1.0087660907174527
MEX,AUS,ag,0.9913100858582405
AUS,MKD,ag,0.9702234546447251
MKD,AUS,ag,1.030690399425747
AUS,MMR,ag,1.9109609089014161
MMR,AUS,ag,0.523296942047279
AUS,MUS,ag,0.46610029670536623
MUS,AUS,ag,2.1454609813993004
AUS,MWI,ag,0.9573200624212279
MWI,AUS,ag,1.0445827255211042
AUS,MYS,ag,1.0360585829668483
MYS,AUS,ag,0.96519638603486
AUS,NAM,ag,0.9052565385316094
NAM,AUS,ag,1.1046592401553612
AUS,NGA,ag,0.4863111839234362
NGA,AUS,ag,2.056296529995983
AUS,NLD,ag,0.9833762918979828
NLD,AUS,ag,1.0169047273551126
AUS,NOR,ag,0.537278161240167
NOR,AUS,ag,1.861233290576635
AUS,NPL,ag,1.1521437420480982
NPL,AUS,ag,0.8679472564962759
AUS,NZL,ag,0.9035586474928743
NZL,AUS,ag,1.1067350224301695
AUS,PAK,ag,1.0401916502429867
PAK,AUS,ag,0.9613613027622381
AUS,PER,ag,1.347962434232749
PER,AUS,ag,0.7418604366146102
AUS,PHL,ag,1.5523183286769089
PHL,AUS,ag,0.6441977663513979
AUS,POL,ag,1.572255698284789
POL,AUS,ag,0.6360288603761611
AUS,PRT,ag,0.7633951254368553
PRT,AUS,ag,1.3099376282076034
AUS,ROU,ag,0.6880217493456774
ROU,AUS,ag,1.4534424252591145
AUS,RUS,ag,0.9905265177892079
RUS,AUS,ag,1.009564087422855
AUS,RWA,ag,0.8492498685168303
RWA,AUS,ag,1.1775097495704612
AUS,SEN,ag,0.6727554321875673
SEN,AUS,ag,1.4864242667626584
AUS,SGP,ag,0.428337568571394
SGP,AUS,ag,2.3346072662625272
AUS,SVK,ag,1.065802770115033
SVK,AUS,ag,0.9382598995235009
AUS,SVN,ag,0.8661388021608497
SVN,AUS,ag,1.1545493603394654
AUS,SWE,ag,1.0734707453209038
SWE,AUS,ag,0.9315577572643207
AUS,THA,ag,1.2560737988887312
THA,AUS,ag,0.796131565585331
AUS,TUN,ag,1.131607386120485
TUN,AUS,ag,0.8836987211866144
AUS,TUR,ag,0.6155004303583248
TUR,AUS,ag,1.6246942336300751
AUS,TWN,ag,1.4218329758417805
TWN,AUS,ag,0.7033174901629784
AUS,TZA,ag,0.4554881308583276
TZA,AUS,ag,2.1954468892868566
AUS,UGA,ag,2.687561944458787
UGA,AUS,ag,0.37208444704383437
AUS,USA,ag,1.19372908032468
USA,AUS,ag,0.8377110154072914
AUS,VNM,ag,0.8063291575607912
VNM,AUS,ag,1.2401883159292888
AUS,ZAF,ag,0.9211076038548515
ZAF,AUS,ag,1.0856494896090123
AUS,ZMB,ag,0.20047201334682493
ZMB,AUS,ag,4.988227450332223
AUT,BEL,ag,1.1189229903432258
BEL,AUT,ag,0.8937165547856456
AUT,BGD,ag,1.6261764558684884
BGD,AUT,ag,0.6149394159479036
AUT,BGR,ag,1.2174067050779318
BGR,AUT,ag,0.8214181799959656
AUT,BOL,ag,1.9764320690723352
BOL,AUT,ag,0.5059622415807913
AUT,BRA,ag,2.0515373152316867
BRA,AUT,ag,0.48743934247526305
AUT,BWA,ag,0.951576320555698
BWA,AUT,ag,1.0508878567049922
AUT,CAN,ag,1.3236936942128898
CAN,AUT,ag,0.7554617842269256
AUT,CHE,ag,0.4155073825196591
CHE,AUT,ag,2.4066961071448274
AUT,CHL,ag,1.6167973230390165
CHL,AUT,ag,0.6185067143235665
AUT,CHN,ag,0.922899776396333
CHN,AUT,ag,1.0835412745517419
AUT,CMR,ag,0.8660018265109316
CMR,AUT,ag,1.1547319755997962
AUT,COL,ag,1.2055763690362689
COL,AUT,ag,0.8294787669066493
AUT,CRI,ag,1.0380515161536177
CRI,AUT,ag,0.9633433258740247
AUT,CYP,ag,0.5759022174448848
CYP,AUT,ag,1.736405885771229
AUT,CZE,ag,1.1602805329879262
CZE,AUT,ag,0.861860534214794
AUT,DEU,ag,1.3915340040080082
DEU,AUT,ag,0.718631378837829
AUT,DNK,ag,1.3192862756202184
DNK,AUT,ag,0.757985600608089
AUT,ECU,ag,1.4401906253663193
ECU,AUT,ag,0.6943525269411092
AUT,EGY,ag,1.4627688236745942
EGY,AUT,ag,0.6836350240825606
AUT,ESP,ag,1.120610489699945
ESP,AUT,ag,0.8923707293403621
AUT,EST,ag,0.9059216005280519
EST,AUT,ag,1.103848279384343
AUT,ETH,ag,1.0639999798354405
ETH,AUT,ag,0.9398496418718555
AUT,FIN,ag,0.8898720604190639
FIN,AUT,ag,1.123757048321164
AUT,FRA,ag,0.9951293343677529
FRA,AUT,ag,1.0048945051301714
AUT,GBR,ag,0.874366543873519
GBR,AUT,ag,1.1436851135336377
AUT,GHA,ag,0.7779487605969052
GHA,AUT,ag,1.2854317027675692
AUT,GRC,ag,0.7273716321747432
GRC,AUT,ag,1.3748130333460145
AUT,HKG,ag,0.3796567890391349
HKG,AUT,ag,2.633957903218005
AUT,HRV,ag,0.811253916358915
HRV,AUT,ag,1.2326596887053793
AUT,HUN,ag,1.4989228663377536
HUN,AUT,ag,0.6671457367537879
AUT,IDN,ag,1.0631822564001023
IDN,AUT,ag,0.9405725067176767
AUT,IND,ag,1.2963535325506261
IND,AUT,ag,0.7713945115206815
AUT,IRL,ag,0.8210252902569061
IRL,AUT,ag,1.2179892773913104
AUT,ISL,ag,0.3726465952876783
ISL,AUT,ag,2.683507678979364
AUT,ISR,ag,0.8607365445026431
ISR,AUT,ag,1.161795681137051
AUT,ITA,ag,1.0358603052488238
ITA,AUT,ag,0.9653811377199073
AUT,JPN,ag,0.17675569255478468
JPN,AUT,ag,5.657526417091513
AUT,KEN,ag,0.8875009454498464
KEN,AUT,ag,1.1267593630484882
AUT,KHM,ag,0.8260712082123552
KHM,AUT,ag,1.2105493933919234
AUT,KOR,ag,0.2941645752859609
KOR,AUT,ag,3.399457596238052
AUT,LAO,ag,0.8571689512464425
LAO,AUT,ag,1.166631150773557
AUT,LKA,ag,1.3340913060069113
LKA,AUT,ag,0.7495738826101153
AUT,LTU,ag,1.3676984032092043
LTU,AUT,ag,0.7311553465687853
AUT,LUX,ag,0.6745186657040567
LUX,AUT,ag,1.4825386617821892
AUT,LVA,ag,1.0867727405634056
LVA,AUT,ag,0.9201555786921738
AUT,MAR,ag,0.7670559190977242
MAR,AUT,ag,1.303685917939704
AUT,MEX,ag,1.0434759319806575
MEX,AUT,ag,0.9583354721961489
AUT,MKD,ag,1.0036071125714159
MKD,AUT,ag,0.9964058519252881
AUT,MMR,ag,1.9767136640926448
MMR,AUT,ag,0.5058901641472803
AUT,MUS,ag,0.4821379762628437
MUS,AUT,ag,2.074095070774589
AUT,MWI,ag,0.9902597376447372
MWI,AUT,ag,1.009836068240469
AUT,MYS,ag,1.0717075101909814
MYS,AUT,ag,0.9330904099214505
AUT,NAM,ag,0.9364048007938379
NAM,AUT,ag,1.0679142173900105
AUT,NGA,ag,0.5030442840482613
NGA,AUT,ag,1.987896556447228
AUT,NLD,ag,1.01721251548625
NLD,AUT,ag,0.9830787419303214
AUT,NOR,ag,0.5557649441152428
NOR,AUT,ag,1.7993218366659718
AUT,NPL,ag,1.1917869524681095
NPL,AUT,ag,0.8390761435414847
AUT,NZL,ag,0.9346484883539684
NZL,AUT,ag,1.069920951523844
AUT,PAK,ag,1.075982788937554
PAK,AUT,ag,0.9293828956013498
AUT,PER,ag,1.394343416455997
PER,AUT,ag,0.7171834342946161
AUT,PHL,ag,1.6057308326004078
PHL,AUT,ag,0.622769383073093
AUT,POL,ag,1.6263542115227003
POL,AUT,ag,0.6148722049077697
AUT,PRT,ag,0.7896621895945849
PRT,AUT,ag,1.266364292449412
AUT,ROU,ag,0.7116953501191094
ROU,AUT,ag,1.40509559298461
AUT,RUS,ag,1.0246087678924065
RUS,AUT,ag,0.975982278637898
AUT,RWA,ag,0.8784710411952772
RWA,AUT,ag,1.138341451346383
AUT,SEN,ag,0.6959037462269313
SEN,AUT,ag,1.4369803373265708
AUT,SGP,ag,0.4430759000329581
SGP,AUT,ag,2.25694965563601
AUT,SVK,ag,1.102475141747059
SVK,AUT,ag,0.9070499298653846
AUT,SVN,ag,0.8959410929114473
SVN,AUT,ag,1.116144808974442
AUT,SWE,ag,1.1104069582979703
SWE,AUT,ag,0.900570725468794
AUT,THA,ag,1.299293057124593
THA,AUT,ag,0.7696493062258448
AUT,TUN,ag,1.1705439771755797
TUN,AUT,ag,0.854303656675004
AUT,TUR,ag,0.6366787019435415
TUR,AUT,ag,1.5706509373525057
AUT,TWN,ag,1.4707557115962688
TWN,AUT,ag,0.6799225677761678
AUT,TZA,ag,0.4711606647240546
TZA,AUT,ag,2.122418263811712
AUT,UGA,ag,2.780036155611987
UGA,AUT,ag,0.3597075519975976
AUT,USA,ag,1.2348031680350156
USA,AUT,ag,0.8098456708621296
AUT,VNM,ag,0.8340735051576889
VNM,AUT,ag,1.198935098425098
AUT,ZAF,ag,0.9528012729921577
ZAF,AUT,ag,1.049536800952858
AUT,ZMB,ag,0.20736989762843713
ZMB,AUT,ag,4.822300687980219
BEL,BGD,ag,1.4533408196123168
BGD,BEL,ag,0.6880698501723451
BEL,BGR,ag,1.088016526235194
BGR,BEL,ag,0.9191036862833759
BEL,BOL,ag,1.766370059539193
BOL,BEL,ag,0.5661327843503405
BEL,BRA,ag,1.8334928613830563
BRA,BEL,ag,0.545407086693357
BEL,BWA,ag,0.8504395108226395
BWA,BEL,ag,1.1758625831397331
BEL,CAN,ag,1.1830069679834279
CAN,BEL,ag,0.8453035586972202
BEL,CHE,ag,0.3713458263934711
CHE,BEL,ag,2.6929076050538905
BEL,CHL,ag,1.4449585333330845
CHL,BEL,ag,0.6920613823382882
BEL,CHN,ag,0.8248108085733735
CHN,BEL,ag,1.212399243081745
BEL,CMR,ag,0.7739601688274261
CMR,BEL,ag,1.2920561551830647
BEL,COL,ag,1.0774435590660825
COL,BEL,ag,0.9281228622933996
BEL,CRI,ag,0.9277238247068272
CRI,BEL,ag,1.0779069949141524
BEL,CYP,ag,0.5146933456682561
CYP,BEL,ag,1.9429044661567212
BEL,CZE,ag,1.0369619205268221
CZE,BEL,ag,0.9643555662024275
BEL,DEU,ag,1.243636975929112
DEU,BEL,ag,0.8040931713636992
BEL,DNK,ag,1.1790679850232875
DNK,BEL,ag,0.8481275148695088
BEL,ECU,ag,1.2871222039369716
ECU,BEL,ag,0.776927005797321
BEL,EGY,ag,1.3073007135423098
EGY,BEL,ag,0.7649349454498218
BEL,ESP,ag,1.00150814611129
ESP,BEL,ag,0.9984941249682833
BEL,EST,ag,0.8096371317298285
EST,BEL,ag,1.2351212176539534
BEL,ETH,ag,0.9509143962705263
ETH,BEL,ag,1.0516193717562663
BEL,FIN,ag,0.7952933920377296
FIN,BEL,ag,1.2573975969267939
BEL,FRA,ag,0.889363560277281
FRA,BEL,ag,1.1243995646597276
BEL,GBR,ag,0.7814358552104734
GBR,BEL,ag,1.2796955672460897
BEL,GHA,ag,0.6952656861204292
GHA,BEL,ag,1.4382990847426733
BEL,GRC,ag,0.6500640691560234
GRC,BEL,ag,1.5383099104343632
BEL,HKG,ag,0.3393055575010363
HKG,BEL,ag,2.947196053506863
BEL,HRV,ag,0.7250310551846518
HRV,BEL,ag,1.3792512649617727
BEL,HUN,ag,1.339612179992802
HUN,BEL,ag,0.7464847027632827
BEL,IDN,ag,0.9501835832991284
IDN,BEL,ag,1.0524282018511666
BEL,IND,ag,1.158572612895347
IND,BEL,ag,0.8631310535650727
BEL,IRL,ag,0.7337638938002867
IRL,BEL,ag,1.3628362044646696
BEL,ISL,ag,0.3330404312931047
ISL,BEL,ag,3.0026384367725987
BEL,ISR,ag,0.7692544991310039
ISR,BEL,ag,1.299959897705714
BEL,ITA,ag,0.925765503246186
ITA,BEL,ag,1.0801871494385042
BEL,JPN,ag,0.15796948858881296
JPN,BEL,ag,6.330336376557832
BEL,KEN,ag,0.7931742873364399
KEN,BEL,ag,1.2607569558994427
BEL,KHM,ag,0.7382735142111619
KHM,BEL,ag,1.354511547212269
BEL,KOR,ag,0.26289975076455163
KOR,BEL,ag,3.8037312591276753
BEL,LAO,ag,0.7660660819771957
LAO,BEL,ag,1.305370415851107
BEL,LKA,ag,1.1922994857739795
LKA,BEL,ag,0.8387154502132923
BEL,LTU,ag,1.2223347049019588
LTU,BEL,ag,0.8181065267881829
BEL,LUX,ag,0.6028284980516401
LUX,BEL,ag,1.6588465927407712
BEL,LVA,ag,0.971266789531281
LVA,BEL,ag,1.0295832316912485
BEL,MAR,ag,0.6855305733439551
MAR,BEL,ag,1.4587241457694469
BEL,MEX,ag,0.9325717149314939
MEX,BEL,ag,1.0723035923017021
BEL,MKD,ag,0.8969402910056954
MKD,BEL,ag,1.1149014154317327
BEL,MMR,ag,1.7666217256705883
MMR,BEL,ag,0.5660521352529002
BEL,MUS,ag,0.4308946910769521
MUS,BEL,ag,2.3207526588472476
BEL,MWI,ag,0.885011521070792
MWI,BEL,ag,1.1299287932320714
BEL,MYS,ag,0.9578027437457863
MYS,BEL,ag,1.0440563117298958
BEL,NAM,ag,0.8368804724502076
NAM,BEL,ag,1.1949137695520762
BEL,NGA,ag,0.44957900444422394
NGA,BEL,ag,2.2243031594329334
BEL,NLD,ag,0.9090996648252115
NLD,BEL,ag,1.0999894056635315
BEL,NOR,ag,0.4966963311253117
NOR,BEL,ag,2.0133025700721543
BEL,NPL,ag,1.0651197291982828
NPL,BEL,ag,0.9388615876570997
BEL,NZL,ag,0.8353108269473202
NZL,BEL,ag,1.1971591505099288
BEL,PAK,ag,0.9616236311379213
PAK,BEL,ag,1.0399078887201083
BEL,PER,ag,1.2461477943431003
PER,BEL,ag,0.8024730329255562
BEL,PHL,ag,1.4350682276247229
PHL,BEL,ag,0.696830980402351
BEL,POL,ag,1.453499682783193
POL,BEL,ag,0.6879946461943343
BEL,PRT,ag,0.7057341715289618
PRT,BEL,ag,1.4169641209713795
BEL,ROU,ag,0.6360539163654144
ROU,BEL,ag,1.5721937626204279
BEL,RUS,ag,0.9157098180439669
RUS,BEL,ag,1.0920490097355122
BEL,RWA,ag,0.7851041124160022
RWA,BEL,ag,1.2737164207721423
BEL,SEN,ag,0.6219406985403573
SEN,BEL,ag,1.6078703361058637
BEL,SGP,ag,0.39598426688600447
SGP,BEL,ag,2.525352857738358
BEL,SVK,ag,0.9853002854189981
SVK,BEL,ag,1.0149190199155893
BEL,SVN,ag,0.8007173868477047
SVN,BEL,ag,1.2488800873137509
BEL,SWE,ag,0.9923890811800702
SWE,BEL,ag,1.007669289157111
BEL,THA,ag,1.1611997146703001
THA,BEL,ag,0.8611783032378114
BEL,TUN,ag,1.0461345305064464
TUN,BEL,ag,0.9559000021879479
BEL,TUR,ag,0.5690102960063789
TUR,BEL,ag,1.7574374436078561
BEL,TWN,ag,1.3144387274991283
TWN,BEL,ag,0.7607809927379542
BEL,TZA,ag,0.42108408602769676
TZA,BEL,ag,2.3748225905032783
BEL,UGA,ag,2.484564335173076
UGA,BEL,ag,0.4024850497301932
BEL,USA,ag,1.1035640331746548
USA,BEL,ag,0.9061549397575697
BEL,VNM,ag,0.7454252994675171
VNM,BEL,ag,1.3415160455572601
BEL,ZAF,ag,0.8515342710939285
ZAF,BEL,ag,1.174350855797435
BEL,ZMB,ag,0.18532991047473887
ZMB,BEL,ag,5.395783106129021
BGD,BGR,ag,0.7486313681916852
BGR,BGD,ag,1.3357709047317832
BGD,BOL,ag,1.2153859822160487
BOL,BGD,ag,0.8227838848171269
BGD,BRA,ag,1.2615711584239038
BRA,BGD,ag,0.7926623823972895
BGD,BWA,ag,0.585161786792376
BWA,BGD,ag,1.7089290903317558
BGD,CAN,ag,0.8139914272131974
CAN,BGD,ag,1.228514166818226
BGD,CHE,ag,0.2555118671286813
CHE,BGD,ag,3.9137125458692625
BGD,CHL,ag,0.9942324015357469
CHL,BGD,ag,1.0058010566295608
BGD,CHN,ag,0.5675274494756118
CHN,BGD,ag,1.762029309637776
BGD,CMR,ag,0.53253865740445
CMR,BGD,ag,1.8777979515588943
BGD,COL,ag,0.7413564282557575
COL,BGD,ag,1.348878841386419
BGD,CRI,ag,0.6383387930673415
CRI,BGD,ag,1.5665662354543834
BGD,CYP,ag,0.35414497323866
CYP,BGD,ag,2.82370236927264
BGD,CZE,ag,0.7135022332913177
CZE,BGD,ag,1.4015373089823355
BGD,DEU,ag,0.8557091076963323
DEU,BGD,ag,1.1686214287143857
BGD,DNK,ag,0.8112811317979821
DNK,BGD,ag,1.2326183375962094
BGD,ECU,ag,0.8856299820164105
ECU,BGD,ag,1.1291397313844218
BGD,EGY,ag,0.899514206097257
EGY,BGD,ag,1.111711180570147
BGD,ESP,ag,0.6891075600411783
ESP,BGD,ag,1.4511522699594879
BGD,EST,ag,0.5570868999233103
EST,BGD,ag,1.7950520827857592
BGD,ETH,ag,0.654295526168587
ETH,BGD,ag,1.5283613596684418
BGD,FIN,ag,0.5472174051024568
FIN,BGD,ag,1.8274272540961443
BGD,FRA,ag,0.6119442516687321
FRA,BGD,ag,1.6341357848743006
BGD,GBR,ag,0.5376824518139688
GBR,BGD,ag,1.8598338045556804
BGD,GHA,ag,0.4783913564788564
GHA,BGD,ag,2.090338770667562
BGD,GRC,ag,0.44728948666660995
GRC,BGD,ag,2.2356885860484272
BGD,HKG,ag,0.23346592411238204
HKG,BGD,ag,4.283280327961849
BGD,HRV,ag,0.49887200951120064
HRV,BGD,ag,2.0045221638708677
BGD,HUN,ag,0.9217467519766958
