CountryID,Country,IndicatorName,Year,VA_real,VA_nom,VA_n_nom,VA_n_real,VA_aggregate_nom,VA_aggregate_real,p_a,p_n,p_agg,ISO,GEKS ag index,GEKS non_ag index,GEKS aggregate index,PPPs_ag,PPPs_non_ag,PPPs_aggregate,VA_ag_PPP,VA_non_ag_PPP,VA_agg_PPP
124,Canada,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,25221331681.540623,22042171728.42709,1070790409760.2506,1190341454002.9758,1092832581488.6777,1215562785684.5164,0.8739495601082656,0.8995657558251967,0.8990342533999789,CAN,0.93284660449279,0.9475395192741576,0.9465442092880202,0.7590073809942587,0.775188476054631,0.7743320499720148,29040787060.00597,1381329112643.8098,1411322935074.396
152,Chile,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,6400692763.636852,4797451995.984047,105415206167.30338,143686055985.51196,110212658163.28741,150086748749.1488,0.7495207430106597,0.7336495211333,0.7343263751251888,CHL,0.7637340502976672,0.5697510856651543,0.5756244959509638,0.621409542041218,0.46611720866858425,0.4708966486616472,7720274104.940977,226156005843.275,234048508258.7164
156,China,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,627407161213.0686,273604266371.61115,1983293733585.5942,3829957402998.4014,2256897999957.2056,4457364564211.47,0.43608725447539903,0.5178370213812068,0.5063301346445873,CHN,1.337960198513186,0.2532190030845654,0.2865752416593783,1.088626641569022,0.20716017550335297,0.23443637620713553,251329754319.87338,9573721053125.357,9626910449951.377
344,"China, Hong Kong SAR","Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,308476301.329528,122535573.4613407,177059403394.47974,215046990477.12097,177181938967.94107,215355466778.4505,0.3972284837869694,0.8233521566688339,0.8227417748824509,HKG,3.252419563364487,0.6497710051722705,0.7279195904491274,2.646319815920871,0.5315820449049165,0.5954835106024624,46304143.86202998,333080105115.571,297542981145.9978
170,Colombia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,13826410928.66012,10959740184.206108,121603614328.9299,159668804165.66095,132563354513.13602,173495215094.32108,0.792667037075267,0.7615990798225223,0.7640749887025279,COL,1.0242430091941102,0.4551796866943859,0.4731615375823646,0.8333717464006791,0.37238557388080096,0.3870755742509406,13151082012.968489,326552967832.8911,342474088605.7444
188,Costa Rica,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,2260763766.390674,1728288956.2658184,16448797236.947502,32017262388.53053,18177086193.21332,34278026154.921204,0.7644712738054203,0.5137477726028168,0.5302839233233879,CRI,1.1895393906946388,0.4084921723092617,0.4334848307446987,0.9678645697719559,0.3341902032489703,0.3546175596750995,1785672304.0011997,49219866641.911156,51258280074.64481
191,Croatia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,2061959243.3761683,1771721133.7594087,36845363407.34902,39100183932.80138,38617084541.10843,41162143176.17754,0.859241587558474,0.9423322271494285,0.9381699192829673,HRV,1.5220920887224572,0.6543213898134677,0.6807480988723066,1.2384449108023121,0.5353047452923093,0.556894295841546,1430601489.2593162,68830631021.64204,69343652519.82434
196,Cyprus,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,596612852.3302766,511910825.9065489,15819923670.871075,15984433885.012016,16331834496.777624,16581046737.342293,0.8580284918554892,0.9897080988088545,0.9849700537901859,CYP,2.1441194887449577,0.8550475700387884,0.893446385068685,1.7445553318767937,0.6995201881187237,0.7308947264182232,293433413.4050279,22615392578.47136,22344988828.709145
203,Czechia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,4897864063.3624735,3131347634.1703467,121024150489.23595,139593248673.09067,124155498123.4063,144491112736.45316,0.6393292246703595,0.866977104119547,0.8592604470412079,CZE,1.064228118052773,0.4986161381595359,0.5161446448011361,0.8659054905419096,0.40792122799503133,0.4222384300375852,3616269521.758842,296685100415.29407,294041208215.8289
208,Denmark,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,2779808726.1845407,2997686141.696307,222417135991.70242,238674084332.22363,225414822133.39874,241453893058.40817,1.0783785637693197,0.9318864116059946,0.9335729454520348,DNK,0.9359630209557898,1.3747911923565292,1.3599563313177396,0.761543042362673,1.1247259535017187,1.1125288851471438,3936331861.6844587,197752292724.4895,202614804112.3312
218,Ecuador,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,5092771940.911822,3112075549.0,34864833703.0,52780188604.82181,37976909252.0,57872960545.73363,0.6110769508447312,0.6605666751978009,0.6562116210037167,ECU,0.8573887000000008,0.4209729203269398,0.4346800782640452,0.6976113206038931,0.34440078743996744,0.35559534650512586,4461045079.236968,101233315876.4258,106798105276.81517
818,Egypt,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,26527066446.315857,12895918086.118889,76900486313.50046,186009640418.77734,89796404399.61935,212536706865.0932,0.48614188501457556,0.4134220470528768,0.4224983332249391,EGY,0.8441546935168404,0.2616064678511542,0.2795975267828541,0.6868435174597672,0.2140220170393709,0.22872817133784226,18775627574.987316,359311099751.7328,392590050776.8492
233,Estonia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,436865394.5911316,463647804.8601936,12038537062.386915,16928476578.803905,12502184867.247108,17365341973.39504,1.0613058635466606,0.7111411949177004,0.7199503981206568,EST,1.3630353524137873,0.5687945442183063,0.5929629319568296,1.1090289529441828,0.46533465565482374,0.48508056797993165,418066456.8128087,25870708136.805676,25773419288.492996
231,Ethiopia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,11085322866.078402,5100132407.283649,6184247937.20606,10042153794.133656,11284380344.48971,21127476660.21206,0.4600797350603373,0.6158288414999902,0.534109232539862,ETH,1.160529315259943,0.1945421915413417,0.2242610457467544,0.9442606232366019,0.15915627994575168,0.1834594872357537,5401191452.633218,38856449392.471085,61508840532.12671
246,Finland,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,4087445489.0624976,4667826701.945372,174356763492.60126,192521567268.35925,179024590194.54663,196609012757.42175,1.1419911811511378,0.9056479539747474,0.9105614624871192,FIN,1.3876187633686463,1.0885353740971062,1.096618947044404,1.1290311593893663,0.8905381365246737,0.8971025219643619,4134364816.3527694,195788092998.49725,199558674523.1093
250,France,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,31866815890.108734,34695189515.95216,1930554029636.668,1934325883708.8088,1965249219152.62,1966192699598.9175,1.0887560789128399,0.9980500420824081,0.999520148535548,FRA,1.2408469184757207,1.0560951467317976,1.060746349462456,1.0096107605163422,0.8639985675645919,0.8677565054224143,34364916532.98951,2234441238807.1943,2264747318945.144
276,Germany,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,23266582656.25372,21007708339.29892,2585574151719.7593,2646353554237.6084,2606581860059.058,2669620136893.8623,0.9029133607488486,0.9770327731075378,0.976386799019223,DEU,0.8873683032383223,0.9905936361970932,0.9865445057509992,0.7220041200497759,0.8104113396993418,0.8070547809926448,29096382909.63024,3190446659691.353,3229745887699.305
288,Ghana,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,7041688983.518485,6551309546.364924,15974419234.778553,15590876486.203068,22525728781.14348,22632565469.721554,0.9303605373226048,1.02460046097568,0.9952795148777541,GHA,1.587255138870036,0.3603646638396716,0.3989896571661934,1.2914645989181344,0.2948167637375219,0.3263983616608029,5072775166.932942,54184229662.7363,69012995857.35204
300,Greece,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,9452235973.884834,10848911315.324156,206060193335.62592,201515640083.72845,216909104650.95007,210967876057.61328,1.1477613704628338,1.0225518637164304,1.0281617690065492,GRC,1.697623489031483,0.8143846030067359,0.8412225016166965,1.3812654214727118,0.666253540338605,0.6881723407820624,7854327739.38335,309281948777.19,315195906310.97906
348,Hungary,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,5023935490.09063,4213069783.1723723,93244087031.67862,92011266737.65204,97457156814.851,97035202227.74268,0.83859949863655,1.0133985797363454,1.0043484691887177,HUN,0.8237936692846324,0.5685874116512467,0.5762076099596454,0.6702768412212321,0.4651651991036888,0.47137367219766296,6285566685.395599,200453703783.8332,206751379135.1162
352,Iceland,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,953438079.3712465,792724909.3651588,13575688454.312096,13096354054.269646,14368413363.677254,14049792133.640892,0.8314382722031918,1.036600598766355,1.0226780031338296,ISL,3.3136037834499965,1.5217193485310745,1.5753324496812862,2.696102142856101,1.24492886974706,1.288719949030895,294026289.5697972,10904790453.666925,11149368312.70608
356,India,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,259599053607.18515,145122077733.60416,609280617506.0189,784014613319.2345,754402695239.623,1043613666926.4197,0.5590239090516756,0.7771291595274544,0.7228754462955997,IND,0.9525203866305584,0.2296590778759027,0.252182501684195,0.775014885103424,0.18788564167445831,0.2063009752529952,187250697403.36398,3242826924271.809,3656806247835.0796
360,Indonesia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,78970603481.63046,36419295813.62123,264357710737.95502,409849217624.7523,300777006551.57623,488819821106.3828,0.4611753514343196,0.6450121151139888,0.6153126235159714,IDN,1.1614219110616275,0.297733110890187,0.3246988857151778,0.9449868806925009,0.24357746754327186,0.2656238888076674,38539472407.20698,1085312666250.5903,1132341702780.2136
372,Ireland,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,2048542530.4588015,2189853917.8831964,183829861501.60327,199470330971.8675,186019715419.48648,201518873502.3263,1.0689814271968012,0.921589995895329,0.9230883052615868,IRL,1.5039770183554555,1.271635065599945,1.2777138233657357,1.2237056470803196,1.040333229958757,1.0452493971396934,1789526691.4131207,176702864243.69144,177966823925.97034
376,Israel,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,4571558257.107332,2770930354.0789266,128987409805.02261,184385744560.43924,131758340159.10155,188957302817.54657,0.6061238199843573,0.6995519643479934,0.697291600771444,ISR,1.434588987677424,0.7912917001035951,0.8104997094914469,1.1672483183151925,0.6473610806099847,0.6630391854853827,2373899632.666415,199251103701.6351,198718783208.33615
380,Italy,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,35993907518.31421,37860279577.89758,1639621280079.6348,1683858171844.1326,1677481559657.5322,1719852079362.4468,1.0518524436012884,0.9737288493151116,0.9753638581984205,ITA,1.1920556872177803,0.9566862771044584,0.963305222590252,0.9699119456477282,0.782671500370855,0.788043601595882,39034759544.70657,2094903518657.2263,2128665921860.71
392,Japan,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,52225625876.841896,53708002611.24404,4799853780969.969,4249959443210.691,4853561783581.213,4302185069087.5327,1.0283840874956267,1.1293881377239339,1.12816201665881,JPN,6.9859315430664255,1.1230129853016004,1.2932858397256857,5.684078795774842,0.9187445029547402,1.0579882752944365,9448849064.366758,5224361904243.603,4587538346992.054
404,Kenya,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,9953045245.61187,3173279065.4375014,19080357610.564014,30085045604.02103,22253636676.001514,40038090849.632904,0.318824941224551,0.6342140165482688,0.5558116334661733,KEN,1.3913260311053806,0.2673329701039468,0.3016874927974716,1.1320475648326096,0.21870690718291466,0.24679913780730814,2803132274.6643767,87241678172.54272,90169021146.97156
418,Lao People's DR,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,1761494694.9711213,774030046.4217961,1883821450.070132,3979064254.9762697,2657851496.491928,5740558949.9473915,0.43941662080026067,0.47343328213767855,0.4629952448299979,LAO,1.4405598409035247,0.1957754814506541,0.234538305829714,1.1721064821843827,0.16016524274454427,0.19186692535649355,660375194.7342565,11761736927.372782,13852577725.70011
428,Latvia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,781601697.1344978,630694148.2749457,13793477346.589138,19451945390.685337,14424171494.864084,20233547087.819836,0.8069252543682951,0.7091052884198521,0.7128839759167649,LVA,1.1362110236541807,0.5299089376679414,0.5489533194806544,0.9244741302236588,0.43352207848091523,0.44907796703138875,682219358.7205749,31817243068.50121,32119526126.419586
440,Lithuania,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,1151783688.2795706,1130327497.4089997,22527021752.43554,28217319410.96237,23657349249.84454,29369103099.241943,0.9813713363985731,0.7983402471491972,0.8055182744227272,LTU,0.9028329382688742,0.5202619217924104,0.5318023415843972,0.7345868663191407,0.4256297896814398,0.4350474001089805,1538725437.70464,52926327758.43947,54378785493.07113
442,Luxembourg,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,140296795.50664055,134302033.08326405,33324299074.83781,42841352743.58357,33458601107.921074,42981649539.09021,0.9572708528250543,0.7778535676567508,0.7784392052587866,LUX,1.8306434363030548,1.1310038401083349,1.1513079285645855,1.489496636886189,0.9252818752057166,0.9418415111799391,90166053.2540873,36015294331.17758,35524661751.21559
454,Malawi,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,1221573542.8275778,1203319053.335585,2039504305.3538253,2345174247.383545,3242823358.68941,3566747790.2111225,0.9850565775600059,0.8696600295817045,0.9091821315735535,MWI,1.2469487762593447,0.340175533299338,0.3682155533439905,1.0145755157861178,0.27829989977767583,0.3012232302037923,1186032024.8347647,7328440674.909027,10765515516.500772
458,Malaysia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,19211737107.868736,11859232348.482004,129992628468.19557,166439376527.8752,141851860816.67758,185651113635.74396,0.6172909967430641,0.7810208808756529,0.7640776187047145,MYS,1.1521829942340944,0.3636622189289419,0.388268779485089,0.9374696682904657,0.2975145158126183,0.317628016746271,12650257122.567019,436928692750.1313,446597445243.6049
480,Mauritius,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,270770757.00298816,322990393.12364215,5379975070.263214,6413883879.025548,5702965463.386856,6684654636.028536,1.1928555236120926,0.8388014456976084,0.8531428733280202,MUS,2.561099164198292,0.4167764099359148,0.4806102152597168,2.083829388157198,0.34096759396508414,0.393169055991031,154998482.58175957,15778552465.059586,14505122863.781406
484,Mexico,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,30097046724.372818,27028660497.787334,854221106773.7083,905843578648.5156,881249767271.4956,935940625372.8884,0.8980502554059339,0.9430117151662916,0.941565889310977,MEX,1.1833556771081328,0.6478857731578787,0.6643513773053408,0.9628332128141156,0.5300397238697312,0.5434807575205846,28072006800.419216,1611617145479.556,1621492122907.6228
504,Morocco,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,7276854899.146661,7366856547.94459,48875527401.910706,47610056470.41004,56242383949.85529,54886911369.5567,1.0123682071506583,1.0265799082235318,1.0246957343103553,MAR,1.6097955015945866,0.431138872305406,0.4665128258699172,1.3098044863077913,0.35271762136776863,0.3816365144379342,5624394041.213758,138568431065.00082,147371600520.68872
104,Myanmar,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,10897229199.146036,5570174138.210084,6360654377.731045,15134218965.531254,11930828515.941128,26031448164.67729,0.5111550868955378,0.42028296222075756,0.4583236568501925,MMR,0.6246747773668135,0.1291564268245412,0.1446437915551247,0.5082644504024899,0.10566374451534517,0.1183276201275917,10959204669.535936,60197132014.447105,100828771026.37756
516,Namibia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,1067680545.3120534,751546975.1481203,5890955176.555755,5738063718.682396,6642502151.703875,6805744263.99445,0.7039062184358374,1.0266451307216342,0.9760140690042967,NAM,1.318663858822829,0.6149570509658994,0.6361930397455439,1.0729262421886578,0.5031005139948963,0.5204454855992845,700464715.6500177,11709300652.027391,12763108405.206247
524,Nepal,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,4645695094.441396,2798621303.1281743,5455286435.912704,8467206458.2801285,8253907739.040878,13112901552.721523,0.6024117481314567,0.644284093318399,0.6294493789841514,NPL,1.0360938802676356,0.2043604902622698,0.230121573254637,0.8430141662505192,0.16718869639710526,0.18825376333460547,3319779684.813156,32629517147.23196,43844582933.3581
528,Netherlands,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,11693343718.411774,12876334319.065723,599515905444.3383,599946747318.3539,612392239763.4039,611640091036.7656,1.1011678634564783,0.9992818664724138,1.00122972437167,NLD,1.2139087449634278,1.1254618488271937,1.1270686470607885,0.9876926097422914,0.9207479347334218,0.9220122709262779,13036783096.337446,651118381946.6423,664190986469.3867
554,New Zealand,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,7488887024.515276,5182804737.861726,101240362783.91519,127010464251.6255,106423167521.77692,134499351276.14078,0.692066086842482,0.79710253309006,0.7912541325443228,NZL,1.32114178048869,1.098704569940581,1.104679420479884,1.0749423944958603,0.8988576242803328,0.9036964906958751,4821472075.52682,112632256821.51045,117764281058.3758
566,Nigeria,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,60877676243.186485,45952090152.17508,128376620715.39786,202015531207.70535,174328710867.57294,262893207450.89185,0.7548266127736455,0.6354789651465237,0.6631160711907604,NGA,2.454660965626935,0.3720938170388331,0.4360641105462251,1.997226319714538,0.3044124631346661,0.3567275710159007,23007953429.505665,421719332360.60236,488688638142.3051
807,North Macedonia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,906463989.1738607,609349747.6007107,4764578946.1759,5584385573.817513,5373928693.776611,6490849562.991374,0.6722271980777351,0.8531966289209523,0.827923778177965,MKD,1.2303651026059823,0.3657769195679239,0.393017697008847,1.001082267650487,0.2992445666783594,0.3215129267221986,608690981.042785,15922023243.606857,16714502737.303385
578,Norway,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,4248300093.004028,4214202561.1175785,272487698874.66046,300631559367.57245,276701901435.778,304879859460.5765,0.9919738410328874,0.906384211450996,0.9075768465826057,NOR,2.221808304229737,1.3598806763464732,1.384755432184008,1.8077665652024593,1.1125275597166473,1.1328160924670052,2331165230.1997366,244926695518.50122,244260214235.8225
586,Pakistan,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,54786761192.58101,31245453571.15223,106721146937.34592,144101945477.11096,137966600508.49814,198888706669.69196,0.5703102883070839,0.740594768405104,0.6936874537458212,PAK,1.1476049438061102,0.2050644992746474,0.2341752281669222,0.9337447535524277,0.1677646509217796,0.1915699052404019,33462521157.178173,636136077242.5458,720189323763.3711
604,Peru,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,9397772112.970459,5214752933.620895,64054351316.431496,89062344447.68382,69269104250.0524,98460116560.65428,0.5548924650368661,0.7192080077575064,0.7035244997641317,PER,0.885580376729224,0.4696807779022228,0.4835756665097658,0.720549379891485,0.3842490144717995,0.39559497960137113,7237190231.717691,166700105671.0128,175101070089.04092
608,Philippines,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,25968550210.683025,14520546013.153183,92899431954.45135,153556518954.59418,107419977967.60454,179525069165.2772,0.5591589016463335,0.6049852691823602,0.5983564215686772,PHL,0.7689976071738658,0.3283102947865198,0.3420555539821245,0.6256922167061378,0.26859286806693305,0.2798227232497886,23207170595.144054,345874529815.51587,383885828570.5205
616,Poland,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,11670453920.776045,9110539898.727144,260779893781.96997,288448270037.246,269890433680.6971,300118723958.02203,0.7806500038964487,0.904078550196528,0.8992788924374042,POL,0.75924614655679,0.5486775525215762,0.5553682085823614,0.6177579748402314,0.4488768089698246,0.4543257454021467,14747749555.290438,580960942002.0198,594046092285.1807
620,Portugal,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,3963218663.0652804,4543729941.366387,166395563604.36496,189151143628.78394,170939293545.73135,193114362291.8492,1.1464747034300955,0.8796963127588716,0.8851713125686365,PRT,1.5637106402029484,0.805407334180329,0.8281458507641071,1.2723076998266212,0.6589091761204181,0.6774748268549841,3571250839.7029796,252531865748.30087,252318295484.53693
410,Republic of Korea,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,23482930011.15714,24346197589.64012,859790919903.6145,958190254162.8704,884137117493.2546,981673184174.0275,1.0367614934794265,0.8973071017663156,0.9006430365490334,KOR,4.19766100943548,0.6455689993415449,0.7500435183642759,3.4154122164658265,0.5281443555737231,0.6135822600194135,7128333579.257642,1627946811946.1843,1440943089627.9187
642,Romania,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,8707527323.462252,8354940896.362684,78954970561.29813,115008442962.77264,87309911457.66081,123715970286.2349,0.9595078586604568,0.6865145595167761,0.7057287046745593,ROU,1.7350164896094344,0.4397703128829391,0.4792501982554512,1.4116901057664595,0.3597790611614139,0.3920564774716379,5918395873.311356,219454045786.93698,222697280811.98956
643,Russian Federation,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,46759181631.22317,32523936427.00503,628668820783.9579,900527363802.614,661192757210.9629,947286545433.8372,0.6955625674442378,0.6981118465176982,0.6979860110946162,RUS,1.2051460096081004,0.386389662077677,0.4121868102005258,0.980562840731652,0.31610799044952015,0.3371944538692752,33168640576.607136,1988778644570.0464,1960864864839.374
646,Rwanda,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,1252723185.9052026,991354526.6941551,1683330742.4336557,2520774930.293045,2674685269.127811,3773498116.198248,0.7913596058955469,0.6677830385428203,0.7088078983387761,RWA,1.4056276304280877,0.2735484109405556,0.3083305546212077,1.1436840111611668,0.22379180128192735,0.25223357565985555,866808066.7558222,7521860643.648145,10604001715.991623
686,Senegal,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,1951434770.740788,1671214918.3920112,8077115428.50011,8972908395.085485,9748330346.89212,10924343165.826273,0.8564031672745064,0.9001669328223604,0.892349333860824,SEN,1.7743878729348892,0.3501123660288229,0.3931862947603545,1.4437244942715477,0.2864292897014648,0.3216508501718003,1157571908.6453867,28199334770.960762,30307180415.3023
702,Singapore,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,84810794.10106741,70355789.40727802,122031966522.42029,167315912934.37347,122102322311.82756,167400723728.47455,0.8295617338924614,0.7293506300879166,0.7294014003779256,SGP,2.7868885848748857,0.583014123988438,0.6502563096169904,2.267542161531266,0.4769677898385984,0.5319501152637118,31027334.618451778,255849491563.60184,229537166753.4951
703,Slovakia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,810269908.9356201,718411606.5219669,42416444535.20106,55577140897.09495,43134856141.72302,56387410806.03057,0.8866324648112389,0.7631994710512032,0.7649731655547092,SVK,1.1200281269637111,0.4795807559886748,0.4993750267566024,0.9113069728638349,0.392348253363376,0.4085198391991934,788331076.0416075,108109171307.86047,105588155097.38454
705,Slovenia,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,832893479.3941873,871375706.4745044,30679815817.36954,31601245279.855568,31551191523.844044,32434138759.249756,1.0462030596137064,0.9708419888417056,0.9727772258126044,SVN,1.3782191461074893,0.6488794270263379,0.6708380129668573,1.1213831936408942,0.530852638806099,0.5487872290407915,777054365.9079922,57793469551.8689,57492576091.81506
710,South Africa,"Agriculture, hunting, forestry, fishing (ISIC A-B)",2005,5871362974.256038,6023221989.848512,256109238426.3329,236105235149.88422,262132460416.1814,241976598124.14026,1.025864354879493,1.0847249459070645,1.083296742115949,ZAF,1.295971366785932,0.5137347256623482,0.5373648818438501,1.0544625753154497,0.42028984647268736,0.4395979041001189,5712124954.312981,609363372862.1998,596300523663.2804
